"bcusfus","University of South Florida"
"bcusmus","University of Southern Mississippi"
"bcvgvcv","Central Bank of Cabo Verde"
"bcvgvve","Central Bank of Venezuela"
"bdadbbd","Asian Development Bank"
"bdaemus","Daemen College"
"bdagvdz","Bank of Algeria"
"bdanaus","Dana College"
"bdargus","Government of Arkansas"
"bdashgh","Ashesi University College"
"bdauaaf","American University of Afghanistan"
"bdaugus","Saint Augustine's College"
"bdazgus","Government of Arizona"
"bdbcuus","Briar Cliff University"
"bdbpcus","Brewton-Parker College"
"bdbwcus","Baldwin-Wallace University"
"bdcbsus","State University of New York-Cobleskill (SUNY)"
"bdcccus","Concord University"
"bdchcus","San Diego Christian College"
"bdcitgr","CITY University"
"bdcntus","Centenary College"
"bdcrnus","Cornerstone University"
"bdcscus","Colby-Sawyer College"
"bdcumus","University of the Cumberlands"
"bdcyrus","City University of New York (CUNY)"
"bddgvtr","Government of Turkey"
"bddvcus","Delaware Valley College"
"bdecfru","Vladimir State University"
"bdedgus","Edgewood College"
"bdegvec","Government of Ecuador"
"bdegves","Bank of Spain"
"bdeicae","European International College"
"bdendus","Endicott College"
"bdfgvfr","Bank of France"
"bdfmcus","Franklin and Marshall College"
"bdfntus","Fontbonne University"
"bdgenus","Geneva College"
"bdggvgt","Central Bank of Guatemala"
"bdgosus","Goshen College"
"bdgraus","Grace College"
"bdhctae","Higher Colleges of Technology"
"bdhesus","Hesston College"
"bdhucus","Humphreys College"
"bdhumca","Humber Institute of Technology"
"bdigvit","Bank of Italy"
"bdigvnl","Government of the Netherlands"
"bdkhubd","Khulna University"
"bdkinin","Kinnaird College for Women"
"bdlbcus","Lubbock Christian University"
"bdlcsus","Lewis-Clark State College"
"bdlgvlb","Bank of Lebanon"
"bdmcfus","Marian University"
"bdmesus","Messiah College"
"bdmmcus","Mount Mary University"
"bdmttus","Montreat College"
"bdmtwus","University of Montana Western"
"bdmvnus","Mount Vernon Nazarene University"
"bdndcus","Notre Dame College"
"bdndmus","College of Notre Dame of Maryland"
"bdngcus","North Greenville University"
"bdnhgus","Government of New Hampshire"
"bdnygus","Government of New York"
"bdoanus","Doane College"
"bdokgus","Government of Oklahoma"
"bdpemde","Berlin Doctoral Program of Economics and Management Science (BDPEMS)"
"bdpgvat","Government of Austria"
"bdpgvpt","Central Bank of Portugal"
"bdplyus","Plymouth State College"
"bdpreus","Presentation College"
"bdrocus","Rochester College"
"bdshtus","Siena Heights University"
"bdsimus","Simpson University"
"bdstmus","Saint Martin's College"
"bdswcus","Southwestern College"
"bdswuus","Southern Wesleyan University"
"bdtiuus","Trinity International University"
"bduidus","University of Idaho"
"bdursus","Ursuline College"
"bdvbbea","Federal Association of German Economists and Business People"
"bdvccus","DeVry University"
"bdvdaus","DeVry University"
"bdvnvbg","Nikola Vaptsarov Naval Academy"
"bdwabus","University of Washington-Bothell"
"bdwbcus","Corban College"
"bdwhius","Whittier College"
"bdwlaus","University of Wisconsin-La Crosse"
"bdwsvus","Washington State University-Vancouver"
"bdwvpus","West Virginia University-Parkersburg"
"bdyouus","D'Youville College"
"beacccm","Bank of the Central African States"
"beafnru","Bureau of Economic Analysis"
"beagvus","Government of the United States"
"beasbus","Asbury College"
"beatuus","Arkansas Tech University"
"beaubes","University of Barcelona"
"bebamde","University of Bamberg"
"bebetus","Bethel College"
"bebiltr","Istanbul Bilgi University"
"bebonde","University of Bonn"
"becncus","Carson-Newman College"
"becorus","Concordia College"
"becovus","Covenant College"
"becscus","California State University Channel Islands"
"becurau","Curtin University"
"beersea","Beeronomics Society"
"befinde","Government of Berlin"
"behunus","Huntington College"
"beibrde","Bremen Energy Institute"
"beigeea","Committee for Social, Economic and Environmental Policy Alternatives"
"beiueus","Indiana University East"
"beloyus","Loyola University of Maryland"
"belyous","Lyon College"
"bemarus","Marist College"
"bembofr","Bordeaux Management School"
"bemdgus","Government of Maryland"
"bemegus","Government of Maine"
"bemtsus","Middle Tennessee State University"
"bemunca","Memorial University of Newfoundland"
"benlcus","Northland College"
"beosnde","University of Osnabruck"
"bepecbe","European Commission"
"bepuckh","Paññāsāstra University of Cambodia"
"bergvuk","Government of the United Kingdom"
"berhous","Rhodes College"
"berlede","Berlecon Research"
"berllnz","Business and Economic Research Limited (BERL)"
"berocby","Belarusian Economic Research and Outreach Center"
"berouvn","Ho Chi Minh City Open University"
"beschus","Schreiner University"
"bescncn","South China Normal University"
"besgval","Bank of Albania"
"besiiea","Business & Economics Society International - BESI"
"besnfno","Foundation for Research in Economics and Business Administration"
"bestlus","Saint Louis Community College"
"bestrfr","Bureau of Economic Theory and Applications"
"besunza","University of Stellenbosch"
"beswbde","Government of Berlin"
"betamtr","BAU Bahcesehir University"
"betorca","University of Toronto"
"beuclus","University of California-Los Angeles (UCLA)"
"beuflus","University of Florida"
"beuiuus","University of Illinois at Urbana-Champaign"
"beukyus","University of Kentucky"
"beuutus","University of Utah"
"beuwsus","University of Wisconsin-Superior"
"bewarus","Warren Wilson College"
"bewheus","Wheaton College"
"bewilus","Wilberforce University"
"bewvuus","West Virginia University"
"bfappza","Bureau for Food and Agricultural Policy (BFAP)"
"bfaruuz","Banking and Finance Academy of the Rebublic of Uzbekistan"
"bfboutr","Bursa Orhangazi University"
"bfcantr","Cankaya University"
"bfdepus","DePaul University"
"bfmbade","Bayreuth Research Institute on Small and Medium-Size Enterprises"
"bfnsgus","Government of South Dakota"
"bfrbous","Federal Reserve Bank of Boston"
"bfsgvch","Government of Switzerland"
"bfsssea","Bachelier Finance Society - BFS"
"bftartr","Tarsus University"
"bftgvus","Government of the United States"
"bftride","University of Trier"
"bfunwbg","University of National and World Economy"
"bfwilus","Wilmington College"
"bfybutr","Ankara Yildirim Beyazit University"
"bgbwhde","Helmut Schmidt University"
"bgfbuhu","Budapest Business School"
"bgharus","Harvard University"
"bgrazat","University of Graz"
"bhaimin","Bharathidasan Institute of Mangement"
"bhcccea","Business History Conference - BHC"
"bhsufus","Suffolk University"
"biadiaz","Azerbaijan State Economic University (UNEC)"
"biagvbs","Government of Bahamas"
"bibfmbh","Bahrain Institute for Banking and Finance"
"biceplv","Baltic International Center for Economic Policy Studies (BICEPS)"
"bicomtr","18 March University"
"bidpabw","Botswana Institute for Development Policy Analysis (BIDPA)"
"bidssbd","Bangladesh Institute of Development Studies"
"bieeeea","British Institute of Energy Economics - BIEE"
"biefkru","Baltic Institute of Economy and Finance (BIEF)"
"bifmfde","Berlin Institute for Finanical Market Research"
"bifrois","Bifröst School of Business"
"bigovid","Central Bank of Indonesia"
"bigssde","Bremen International Graduate School of Social Sciences (BIGSSS)"
"bihseru","National Research University Higher School of Economics"
"biissbd","Bangladesh Institute of International and Strategic Studies (BIISS)"
"biiwius","University of Wisconsin-Madison"
"bikvase","Royal Swedish Academy of Sciences"
"bimtein","Birla Institute of Management Technology"
"bionous","Bionomics Institute"
"bipeges","Barcelona Institute for Political Economy and Governance (IPEG)"
"birdlin","Bankers Institute of Rural Development (BIRD)"
"birgvph","Government of the Philippines"
"biricus","Rice University"
"bisaohk","Bank for International Settlements"
"bisecgw","Bissau Economics Lab"
"bisgvpk","Government of Pakistan"
"bisluus","Saint Louis University"
"bisoamx","Bank for International Settlements"
"bisssch","Bank for International Settlements (BIS)"
"bitside","Business and Information Technology School (BITS)"
"biucluk","University College London (UCL)"
"biugbci","International University of Grand-Bassam"
"biuneaz","Azerbaijan State Economic University (UNEC)"
"bivspcz","College of Banking"
"biwuede","University of Wurzburg"
"bkeeehu","Corvinus University of Budapest"
"bkfbuhu","Budapest Metropolitan University of Applied Sciences"
"bkfgvid","Government of Indonesia"
"bkititr","Istanbul Commerce University"
"bkwurnl","Wageningen University and Research Center"
"blegvph","Government of the Philippines"
"bleonit","Bruno Leoni Institute"
"blmaide","University of Mainz"
"blpgvla","Bank of the Lao PDR"
"blsgvus","Government of the United States"
"blsusus","Louisiana State University-Shreveport"
"bmagvbh","Central Bank of Bahrain"
"bmagvbm","Bermuda Monetary Authority"
"bmfgvat","Government of Austria"
"bmfgvde","Government of Germany"
"bmhseru","National Research University Higher School of Economics"
"bmmmcus","Marymount Manhattan College"
"bmsmcus","Mount Saint Mary College"
"bmswauk","Swansea University"
"bmsyscn","Sun Yat-Sen University"
"bmumfus","University of Maine-Fort Kent"
"bmupaus","University of Pennsylvania"
"bmwagat","Government of Austria"
"bmwgvde","Government of Germany"
"bmzgvde","Government of Germany"
"bnagvao","National Bank of Angola"
"bnagvde","Government of Germany"
"bnbgvbe","National Bank of Belgium"
"bnbgvbg","Bulgarian National Bank"
"bncgvmx","Bank of Mexico"
"bncorus","Cornell University"
"bndesbr","Government of Brazil"
"bndgvdj","Central Bank of Djibouti"
"bnmgvmd","National Bank of Moldova"
"bnmgvmy","Central Bank of Malaysia"
"bnrgvro","National Bank of Romania"
"bnrgvrw","National Bank of Rwanda"
"boaddtg","West African Development Bank"
"boagvaf","Da Afghanistan Bank"
"bobgvbw","Bank of Botswana"
"boccoit","Bocconi University"
"bocgvca","Bank of Canada"
"boecdde","Organization for Economic Cooperation and Development (OECD)"
"boeckde","Hans Böckler Foundation"
"boegver","Bank of Eritrea"
"boegvuk","Bank of England"
"bofgvfi","Bank of Finland"
"bofitfi","Bank of Finland"
"boggvgh","Bank of Ghana"
"boggvgr","Bank of Greece"
"boggvgy","Bank of Guyana"
"boigvbd","Government of Bangladesh"
"boigvil","Bank of Israel"
"boigvlk","Government of Sri Lanka"
"boigvph","Government of the Philippines"
"boigvpk","Government of Pakistan"
"boigvth","Government of Thailand"
"bojgvjm","Bank of Jamaica"
"bojgvjp","Bank of Japan"
"bokgvkr","Bank of Korea"
"bolgvlv","Bank of Latvia"
"bomgvmu","Bank of Mauritius"
"bomgvmz","Bank of Mozambique"
"bomgvtw","Government of Taiwan"
"bongvna","Bank of Namibia"
"bosgvsd","Central Bank of Sudan"
"bossdss","Bank of South Sudan"
"botgvth","Bank of Thailand"
"botgvtz","Bank of Tanzania"
"bougvug","Bank of Uganda"
"bozgvzm","Bank of Zambia"
"bpatcbd","Bangladesh Public Administration Training Centre (BPATC)"
"bphunus","Huntingdon College"
"bpketus","Kettering University"
"bpkgvid","Government of Indonesia"
"bpkgvyu","Central Bank of the Republic of Kosovo"
"bpngvpg","Bank of Papua New Guinea"
"bpnjgus","Government of New Jersey"
"bpnpsus","Naval Postgraduate School"
"bpnvgus","Government of Nevada"
"bpraxin","Praxis Business School"
"bpsgvid","Government of Indonesia"
"brbrkus","University of California-Berkeley"
"brburbi","Central Bank of the Republic of Burundi"
"brccait","University of Turin"
"brcgvco","Central Bank of Colombia"
"brcolus","University of Colorado"
"brdccus","Bangladesh Development Research Center (BRDC)"
"brharus","Harvard University"
"brhgvht","Central Bank of Haiti"
"bridges","University of the Basque Country"
"briqbde","briq Institute on Behavior and Inequality"
"brockdk","Niels Brock Business College"
"brodoit","Giacomo Brodolini Foundation"
"brookin","Centre for Social and Economic Progress (CSEP)"
"brookus","Brookings Institution"
"brselus","Southeastern Louisiana University"
"brsfade","Government of Bremen"
"brsffde","Government of Bremen"
"brstade","Government of Bremen"
"brswmde","Government of Bremen"
"bruegbe","Bruegel"
